roman,target,freq,freq_lang,category,status,notes
aa,អា!,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachsakvveakneilaekha,រាជសវនីយ៍លេខា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachsambat,រាជ្យសម្បត្តិ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachsamnak,រាជសម្នាក់,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachsamnak,រាជសំណាក់,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachsamphea,រាជសម្ភារ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachsampoan,រាជសម្ព័ន្ធ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachsauvveaknei,រាជសៅវនីយ៍,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachsauvveakneilekha,រាជសៅវនីយ៍លេខា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachsena,រាជសេនា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachsenammat,រាជសេនាមាត្យ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachsevvak,រាជសេវ័ក,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachsevveakkak,រាជសេវកៈ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachsevveakkammat,រាជសេវកាមាត្យ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachsonakkhei,រាជសុនខី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachsonei,រាជសុនី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachsonesa,រាជសុណិសា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachsonha,រាជសុណ្ហា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachsonok,រាជសុនក,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachsonok,រាជសុនខ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachsroenggea,រាជស្រឹង្គារ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachtamras,រាជតម្រាស់,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachtamreh,រាជតម្រិះ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachtejeah,រាជតេជះ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachtejeanupheab,រាជតេជានុភាព,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachtteareka,រាជទារិកា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reachttearok,រាជទារក,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
readai,រាដៃ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
readamner,រាដំណើរ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reaekpun,រែកពុន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reaem,រែម,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reaengtae,រែងតែ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reageak,រាគៈ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reageakchakret,រាគចរិត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reageakchet,រាគចិត្ត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reageakgi,រាគគ្គិ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reageaktonha,រាគតណ្ហា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reageaphiphut,រាគាភិភូត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reageattikkelaes,រាគាទិក្កិលេស,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reagonlong,រាគន្លង,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reahoaksoren,រាហុអសុរិន្ទ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reahosattrov,រាហុសត្រូវ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reahsonserm,រះសន្សើម,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reahugroas,រាហុគ្រ័ស្ត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reahumuk,រាហុមុខ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reaja,រាជ,1667,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakaongka,រាជឱង្ការ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakaoros,រាជឱរស,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakbaksei,រាជបក្សី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakbamrer,រាជបម្រើ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakbbakrevoat,រាជបរិវត្តន៍,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakbboannareak,រាជបណ្ណារក្ខ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakbboannareak,រាជបណ្ណារក្ស,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakbbatni,រាជបត្នី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakbeda,រាជបិតា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakbabpeakjit,រាជបព្វជិត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakbondit,រាជបណ្ឌិត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakbondit,រាជបណ្ឌិត្យ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakborei,រាជបុរី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakbot,រាជបថ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakbottra,រាជបុត្រា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakbottrei,រាជបុត្រី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakbrechchak,រាជបរិច្ចាគ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakbrorvoat,រាជប្រវត្តិ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakghleang,រាជឃ្លាំង,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakgru,រាជគ្រូ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakgrueha,រាជគ្រឹហា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakgrues,រាជគ្រឹះ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakhong,រាជហង្ស,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakjeakneakni,រាជជននី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakka,រាជការ្យ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakkakvi,រាជកវី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakkam,រាជកម្ម,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakkaotthagea,រាជកោដ្ឋាគារ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakkaotthagearik,រាជកោដ្ឋាគារិក,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakkaottoan,រាជកោទណ្ឌ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakkauttoan,រាជកៅទណ្ឌ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakkech,រាជកិច្ច,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakkechchanukech,រាជកិច្ចានុកិច្ច,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakkei,រាជកីយ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakkeila,រាជកីឡា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakkhoan,រាជខណ្ឌ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakkoanhnha,រាជកញ្ញា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakkoanya,រាជកន្យា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakkolatthan,រាជកុលដ្ឋាន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakkomma,រាជកុមារ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakkommarei,រាជកុមារី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakkommareka,រាជកុមារិកា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakkomnot,រាជកំណត់,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakkosol,រាជកុសល,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakkreidea,រាជក្រីឌា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakkroet,រាជក្រឹត្យ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeaklaekha,រាជលេខា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeaklaekhanuka,រាជលេខានុការ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeaklaekhatthika,រាជលេខាធិការ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeaklanhchhakkor,រាជលញ្ឆករ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajalakhaknak,រាជលក្ខណៈ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajalaksaknak,រាជលក្សណៈ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajalasman,រាជលក្ស្ម័ន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajalasmei,រាជលក្ស្មី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeaklikhet,រាជលិខិត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeaklilha,រាជលីឡ្ហា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakmeada,រាជមាតា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakmeagea,រាជមាគ៌ា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakmeakhesei,រាជមហេសី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakmetrei,រាជមេត្រី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakmit,រាជមិត្ត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakmit,រាជមិត្រ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakmon,រាជមន្ត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakmon,រាជមន្ត្រ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakmontrei,រាជមន្ត្រី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakmontti,រាជមន្ទីរ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakmuttrea,រាជមុទ្រា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakmutttea,រាជមុទ្ទា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakmutttheaphisaek,រាជមុទ្ធាភិសេក,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakmutttika,រាជមុទ្ទិកា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakmutttrika,រាជមុទ្រិកា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakneari,រាជនារី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakneavea,រាជនាវា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakneavik,រាជនាវិក,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakneavikakbbakdei,រាជនាវិកបតី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakneavikatthibbakdei,រាជនាវិកាធិបតី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeaknet,រាជនេតិ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakney,រាជន័យ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeaknimon,រាជនិមន្តន៍,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeaknives,រាជនិវេសន៍,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeaknatta,រាជនត្តា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakpeakleanupheab,រាជពលានុភាព,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakpeakli,រាជពលី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakpheaginey,រាជភាគិនេយ្យ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakpheagineyyea,រាជភាគិនេយ្យា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakpheakgini,រាជភគិនី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakpheata,រាជភាតា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakphey,រាជភ័យ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakphoan,រាជភណ្ឌ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakphoandeagea,រាជភណ្ឌាគារ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakphoujun,រាជភោជន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakphouk,រាជភោគ្គ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakphruet,រាជភ្រឹត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakphruet,រាជភ្រឹត្យ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakphut,រាជភូត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakpitthi,រាជពិធី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakpoantthu,រាជពន្ធុ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakpol,រាជពល,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakpongsavveakda,រាជពង្សាវតារ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakpruet,រាជព្រឹត្តិ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakreach,រាជរាជ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakreak,រាជរក្ខ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakreak,រាជរក្ស,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakreaksoas,រាជរាក្ស័ស,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakreakthatthibbakdei,រាជរថាធិបតី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakroat,រាជរថ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakrong,រាជរង្គ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakroung,រាជរោង,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakruesei,រាជរ្សី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakruesei,រាជឫសី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakruet,រាជឫទ្ធិ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeakruetttheanupheab,រាជឫទ្ធានុភាព,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeaksak,រាជសក្ដិ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeaksak,រាជស័ក្ដិ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeaksakkha,រាជសខា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeaksakphea,រាជសភា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeaksambat,រាជសម្បត្តិ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeaksampoanttheakmetrei,រាជសម្ពន្ធមេត្រី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeaksampoanttheakmit,រាជសម្ពន្ធមិត្ត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeaksampoanttheakmit,រាជសម្ពន្ធមិត្រ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
reajeaksampon,រាជសម្ពន្ធ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
